,Coverage,Iteration
0,0.017777777777777778,0
1,0.017777777777777778,1
2,0.04888888888888889,2
3,0.04888888888888889,3
4,0.04888888888888889,4
5,0.04888888888888889,5
6,0.04888888888888889,6
7,0.04888888888888889,7
8,0.04888888888888889,8
9,0.04888888888888889,9
10,0.13444444444444445,10
11,0.13444444444444445,11
12,0.1111111111111111,12
13,0.1111111111111111,13
14,0.1111111111111111,14
15,0.16555555555555557,15
16,0.16555555555555557,16
17,0.16555555555555557,17
18,0.16555555555555557,18
19,0.13444444444444445,19
20,0.13444444444444445,20
21,0.16555555555555557,21
22,0.16555555555555557,22
23,0.16555555555555557,23
24,0.16555555555555557,24
25,0.16555555555555557,25
26,0.16555555555555557,26
27,0.16555555555555557,27
28,0.16555555555555557,28
29,0.16555555555555557,29
30,0.16555555555555557,30
31,0.16555555555555557,31
32,0.16555555555555557,32
33,0.16555555555555557,33
34,0.16555555555555557,34
35,0.16555555555555557,35
36,0.16555555555555557,36
37,0.16555555555555557,37
38,0.14666666666666667,38
39,0.14666666666666667,39
40,0.14666666666666667,40
41,0.14666666666666667,41
42,0.14666666666666667,42
43,0.14666666666666667,43
44,0.14666666666666667,44
45,0.14666666666666667,45
46,0.14666666666666667,46
47,0.14666666666666667,47
48,0.14666666666666667,48
49,0.14666666666666667,49
50,0.14666666666666667,50
51,0.14666666666666667,51
52,0.14666666666666667,52
53,0.14666666666666667,53
54,0.14666666666666667,54
55,0.14666666666666667,55
56,0.14666666666666667,56
57,0.14666666666666667,57
58,0.14666666666666667,58
59,0.14666666666666667,59
60,0.14666666666666667,60
61,0.14666666666666667,61
62,0.14666666666666667,62
63,0.14666666666666667,63
64,0.14666666666666667,64
65,0.14666666666666667,65
66,0.14666666666666667,66
67,0.14666666666666667,67
68,0.14666666666666667,68
69,0.14666666666666667,69
70,0.14666666666666667,70
71,0.14666666666666667,71
72,0.14666666666666667,72
73,0.14666666666666667,73
74,0.14666666666666667,74
75,0.14666666666666667,75
76,0.14666666666666667,76
77,0.14666666666666667,77
78,0.14666666666666667,78
79,0.14666666666666667,79
80,0.14666666666666667,80
81,0.14666666666666667,81
82,0.14666666666666667,82
83,0.14666666666666667,83
84,0.14666666666666667,84
85,0.14666666666666667,85
86,0.14666666666666667,86
87,0.19666666666666666,87
88,0.19666666666666666,88
89,0.19666666666666666,89
90,0.19666666666666666,90
91,0.19666666666666666,91
92,0.14666666666666667,92
93,0.14666666666666667,93
94,0.14666666666666667,94
95,0.14666666666666667,95
96,0.14666666666666667,96
97,0.14666666666666667,97
98,0.14666666666666667,98
99,0.14666666666666667,99
100,0.14666666666666667,100
101,0.14666666666666667,101
102,0.14666666666666667,102
103,0.27444444444444444,103
104,0.27444444444444444,104
105,0.27444444444444444,105
106,0.27444444444444444,106
107,0.14666666666666667,107
108,0.14666666666666667,108
109,0.14666666666666667,109
110,0.14666666666666667,110
111,0.14666666666666667,111
112,0.14666666666666667,112
113,0.14666666666666667,113
114,0.14666666666666667,114
115,0.14666666666666667,115
116,0.14666666666666667,116
117,0.14666666666666667,117
118,0.14666666666666667,118
119,0.14666666666666667,119
120,0.14666666666666667,120
121,0.14666666666666667,121
122,0.14666666666666667,122
123,0.14666666666666667,123
124,0.14666666666666667,124
125,0.14666666666666667,125
126,0.14666666666666667,126
127,0.14666666666666667,127
128,0.14666666666666667,128
129,0.14666666666666667,129
130,0.14666666666666667,130
131,0.14666666666666667,131
132,0.14666666666666667,132
133,0.14666666666666667,133
134,0.14666666666666667,134
135,0.14666666666666667,135
136,0.14666666666666667,136
137,0.14666666666666667,137
138,0.14666666666666667,138
139,0.14666666666666667,139
140,0.2011111111111111,140
141,0.2011111111111111,141
142,0.2011111111111111,142
143,0.2011111111111111,143
144,0.2011111111111111,144
145,0.2011111111111111,145
146,0.2011111111111111,146
147,0.2011111111111111,147
148,0.2011111111111111,148
149,0.2011111111111111,149
150,0.18,150
151,0.18,151
152,0.18,152
153,0.18,153
154,0.18,154
155,0.18,155
156,0.18,156
157,0.18,157
158,0.18,158
159,0.18,159
160,0.18,160
161,0.18,161
162,0.18,162
163,0.18,163
164,0.2011111111111111,164
165,0.2011111111111111,165
166,0.2011111111111111,166
167,0.2011111111111111,167
168,0.2011111111111111,168
169,0.2011111111111111,169
170,0.2011111111111111,170
171,0.2011111111111111,171
172,0.27111111111111114,172
173,0.27111111111111114,173
174,0.27111111111111114,174
175,0.27111111111111114,175
176,0.27111111111111114,176
177,0.27111111111111114,177
178,0.27111111111111114,178
179,0.27111111111111114,179
180,0.27111111111111114,180
181,0.27111111111111114,181
182,0.27111111111111114,182
183,0.27111111111111114,183
184,0.27111111111111114,184
185,0.27111111111111114,185
186,0.27111111111111114,186
187,0.27111111111111114,187
188,0.27111111111111114,188
189,0.27111111111111114,189
190,0.27111111111111114,190
191,0.27111111111111114,191
192,0.27111111111111114,192
193,0.27111111111111114,193
194,0.27111111111111114,194
195,0.27111111111111114,195
196,0.27111111111111114,196
197,0.23222222222222222,197
198,0.23222222222222222,198
199,0.23222222222222222,199
200,0.23222222222222222,200
201,0.23222222222222222,201
202,0.23222222222222222,202
203,0.23222222222222222,203
204,0.23222222222222222,204
205,0.23222222222222222,205
206,0.23222222222222222,206
207,0.27111111111111114,207
208,0.27111111111111114,208
209,0.27111111111111114,209
210,0.27111111111111114,210
211,0.27111111111111114,211
212,0.23222222222222222,212
213,0.23222222222222222,213
214,0.23222222222222222,214
215,0.23222222222222222,215
216,0.23222222222222222,216
217,0.23222222222222222,217
218,0.23222222222222222,218
219,0.23222222222222222,219
220,0.23222222222222222,220
221,0.23222222222222222,221
222,0.23222222222222222,222
223,0.23222222222222222,223
224,0.23222222222222222,224
225,0.23222222222222222,225
226,0.23222222222222222,226
227,0.23222222222222222,227
228,0.23222222222222222,228
229,0.23222222222222222,229
230,0.23222222222222222,230
231,0.23222222222222222,231
232,0.23222222222222222,232
233,0.23222222222222222,233
234,0.23222222222222222,234
235,0.23222222222222222,235
236,0.23222222222222222,236
237,0.23222222222222222,237
238,0.23222222222222222,238
239,0.23222222222222222,239
240,0.23222222222222222,240
241,0.27111111111111114,241
242,0.27111111111111114,242
