,Distance,Iteration
0,527.3814917742703,0
1,506.7584695329433,1
2,486.2137509491854,2
3,513.4268938990733,3
4,502.0658798931524,4
5,486.69398036869796,5
6,518.4120854231526,6
7,481.73713248648505,7
8,504.3634367864302,8
9,497.3255606258515,9
10,482.14933018433396,10
11,470.8940377413936,11
12,490.9133164456373,12
13,499.21666251997885,13
14,502.54707944788555,14
15,482.95919104629843,15
16,453.31227816207075,16
17,465.86504311576994,17
18,482.4342560698174,18
19,444.52470490943034,19
20,457.7241544750227,20
21,478.8447779917619,21
22,461.89037446671085,22
23,458.868787854501,23
24,434.51806676654,24
25,424.8594670551684,25
26,428.23771037462103,26
27,453.749090813904,27
28,441.66284449779715,28
29,417.86599836719233,29
30,434.39883887553145,30
31,423.13662963848117,31
32,431.7508869386051,32
33,414.93576707910984,33
34,415.9834359666503,34
35,425.8395649283957,35
36,404.9676839077855,36
37,403.94119965987875,37
38,404.9548103891081,38
39,399.0693909305422,39
40,421.45185137713406,40
41,375.20590329210006,41
42,411.0247973548209,42
43,363.2129880475188,43
44,379.7841294220314,44
45,363.6099174596129,45
46,372.69414285175856,46
47,372.90652838653006,47
48,354.6577846039127,48
49,375.49069442027695,49
50,335.2694991103995,50
51,333.5847240189582,51
52,350.66891728566867,52
53,340.57577197134526,53
54,354.9949250622446,54
55,330.7124652870528,55
56,350.59126579743986,56
57,334.1169649988978,57
58,313.42982041371687,58
59,333.51721560207994,59
60,327.9225451255562,60
61,314.5720853957856,61
62,313.43660107712896,62
63,301.4769249004517,63
64,318.04028629948135,64
65,312.54877827899065,65
66,300.2826841921897,66
67,310.9925942815182,67
68,279.040954549467,68
69,298.60008219766866,69
70,293.84524897841214,70
71,297.2707483486676,71
72,301.19567721654755,72
73,296.5728106410864,73
74,293.76594100285934,74
75,282.55676873218965,75
76,287.65647655162434,76
77,287.1044549777564,77
78,281.7719109477158,78
79,284.63033437248697,79
80,293.3014815342078,80
81,287.85753980803304,81
82,272.36852497674937,82
83,293.48718276272507,83
84,290.30188866992586,84
85,272.88085437050654,85
86,283.2873890230329,86
87,288.4347183523938,87
88,283.6043528487068,88
89,282.13256082368747,89
90,272.85144931687086,90
91,260.8270017034777,91
92,270.78090658849123,92
93,276.320001367785,93
94,276.2315937628117,94
95,258.510747347898,95
96,267.8337449022075,96
97,268.0729813820126,97
98,271.15547485809304,98
99,268.2493990556558,99
100,257.23516491062105,100
101,251.20783929074986,101
102,266.171886661025,102
103,264.9939784198358,103
104,254.80177117291905,104
105,252.16909825172263,105
106,261.43988851259917,106
107,258.84224069535446,107
108,252.00222380754337,108
109,266.4486792520337,109
110,247.94151631749813,110
111,266.120151899784,111
112,254.83103365727217,112
113,261.4582532910487,113
114,261.07492340614107,114
115,254.26540628421492,115
116,255.43547021595688,116
117,259.10466103185047,117
118,262.58594051746815,118
119,252.89192625188818,119
120,262.19822099818475,120
121,244.37912536109795,121
122,256.5259919950252,122
123,245.69443285046398,123
124,251.82381674051405,124
125,263.50237507611024,125
126,246.85311971231556,126
127,256.9656280923874,127
128,248.0009762099067,128
129,242.83996413019102,129
130,251.66010447798354,130
131,239.14128459938635,131
132,238.9577839345818,132
133,246.9601251792523,133
134,241.5280573277495,134
135,240.07386043737824,135
136,252.93034708567956,136
137,237.7027745635396,137
138,248.44584829907657,138
139,243.95678691731496,139
140,254.29720182290532,140
141,255.74208211896718,141
142,239.45846923730235,142
143,237.11916598623677,143
144,250.2267258036247,144
145,241.1702121059249,145
146,243.38707771380285,146
147,239.15026786121393,147
148,243.29941454031544,148
149,240.30082497293034,149
150,243.43144374879392,150
151,236.32481585892685,151
152,250.65226742125333,152
153,236.09017210640212,153
154,240.51775047779506,154
155,240.52173482847468,155
156,239.41334973269008,156
157,240.682696711685,157
158,234.12387001911733,158
159,235.4404154774778,159
160,234.35616684024114,160
161,237.11643284875896,161
162,236.43556881955772,162
163,232.49127582190138,163
164,246.4755387916683,164
165,224.07404745795853,165
166,228.30141760262893,166
167,232.33199459885614,167
168,228.87200243413997,168
169,231.14000699655998,169
170,229.48149802025267,170
171,235.13590410958597,171
172,231.29053826054044,172
173,226.8551504826578,173
174,221.20942401498633,174
175,233.13334846644113,175
176,229.38256320643612,176
177,231.62927583165643,177
178,228.0090935349494,178
179,221.20942401498633,179
180,225.7154797122318,180
181,224.26627026260212,181
182,221.7659311650549,182
183,226.38944380715122,183
184,224.77076320746892,184
185,221.20942401498633,185
186,226.8204133650396,186
187,223.76629976503122,187
188,224.09033135119202,188
189,222.21359042046208,189
190,221.20942401498633,190
191,224.81556293622216,191
192,221.20942401498633,192
193,220.5299021892252,193
194,227.08100382151366,194
195,221.20942401498633,195
196,221.20942401498633,196
197,221.20942401498633,197
198,221.20942401498633,198
199,220.5299021892252,199
200,220.5299021892252,200
201,220.90167632205902,201
202,220.5299021892252,202
203,220.5299021892252,203
204,220.5299021892252,204
205,220.5299021892252,205
206,220.5299021892252,206
207,220.2221544962979,207
208,219.4489110450488,208
209,220.5299021892252,209
210,220.5299021892252,210
211,220.5299021892252,211
212,219.4489110450488,212
213,219.4489110450488,213
214,220.5299021892252,214
215,219.4489110450488,215
216,219.4489110450488,216
217,219.4489110450488,217
218,219.4489110450488,218
219,218.59688998662446,219
220,219.4489110450488,220
221,218.59688998662446,221
222,219.4489110450488,222
223,218.59688998662446,223
224,219.4489110450488,224
225,219.4489110450488,225
226,218.59688998662446,226
227,218.59688998662446,227
228,219.4489110450488,228
229,218.58865832757465,229
230,218.59688998662446,230
231,218.59688998662446,231
232,218.59688998662446,232
233,218.58865832757465,233
234,218.58865832757465,234
235,218.59688998662446,235
236,218.28091063464734,236
237,218.59688998662446,237
238,218.59688998662446,238
239,218.58865832757465,239
240,218.28914229369715,240
241,218.28914229369715,241
242,218.28091063464734,242
243,218.28091063464734,243
244,218.28091063464734,244
245,218.28091063464734,245
246,217.75245240699996,246
247,218.28914229369715,247
248,218.59688998662446,248
249,217.44470471407266,249
250,218.58865832757465,250
251,217.75245240699996,251
252,217.44470471407266,252
253,217.76068406604978,253
254,217.44470471407266,254
255,217.44470471407266,255
256,217.44470471407266,256
257,218.59688998662446,257
258,217.44470471407266,258
259,217.44470471407266,259
260,217.44470471407266,260
261,217.44470471407266,261
262,217.44470471407266,262
263,217.44470471407266,263
264,217.44470471407266,264
265,217.44470471407266,265
266,217.44470471407266,266
267,217.44470471407266,267
268,217.44470471407266,268
269,217.44470471407266,269
270,217.44470471407266,270
271,217.44470471407266,271
272,217.44470471407266,272
273,217.44470471407266,273
274,217.44470471407266,274
275,217.44470471407266,275
276,217.41510601548757,276
277,217.44470471407266,277
278,217.44470471407266,278
279,217.44470471407266,279
280,217.41510601548757,280
281,217.44470471407266,281
282,217.41510601548757,282
283,217.41510601548757,283
284,217.41510601548757,284
285,217.44470471407266,285
286,217.41510601548757,286
287,217.41510601548757,287
288,217.44470471407266,288
289,217.41510601548757,289
290,217.11875483437854,290
291,217.41510601548757,291
292,217.44470471407266,292
293,217.11875483437854,293
294,217.41510601548757,294
295,217.41510601548757,295
296,217.11875483437854,296
297,217.41510601548757,297
298,217.11875483437854,298
299,214.58472109129318,299
300,214.58472109129318,300
301,217.11875483437854,301
302,217.11875483437854,302
303,217.11875483437854,303
304,217.11875483437854,304
305,214.49752313064576,305
306,217.11875483437854,306
307,216.70560699403697,307
308,214.58472109129318,308
309,214.58472109129318,309
310,217.0315568737311,310
311,214.58472109129318,311
312,215.33082601241978,312
313,214.17157325095164,313
314,214.17157325095164,314
315,214.17157325095164,315
316,214.17157325095164,316
317,214.17157325095164,317
318,214.17157325095164,318
319,214.17157325095164,319
320,214.17157325095164,320
321,214.17157325095164,321
322,214.17157325095164,322
323,214.17157325095164,323
324,214.17157325095164,324
325,214.17157325095164,325
326,214.17157325095164,326
327,214.17157325095164,327
328,214.17157325095164,328
329,214.17157325095164,329
330,214.17157325095164,330
331,214.17157325095164,331
332,214.17157325095164,332
333,214.17157325095164,333
334,214.17157325095164,334
335,214.17157325095164,335
336,214.17157325095164,336
337,214.17157325095164,337
338,214.17157325095164,338
339,214.17157325095164,339
340,214.17157325095164,340
341,214.17157325095164,341
342,214.17157325095164,342
343,214.17157325095164,343
344,214.17157325095164,344
345,214.17157325095164,345
346,214.1715281510831,346
347,214.17157325095164,347
348,214.17157325095164,348
349,214.1715281510831,349
350,214.17157325095164,350
351,214.1715281510831,351
352,214.1715281510831,352
353,214.1715281510831,353
354,214.1715281510831,354
355,214.1715281510831,355
356,214.1715281510831,356
357,214.1715281510831,357
358,214.1715281510831,358
359,214.1715281510831,359
360,214.1715281510831,360
361,214.1715281510831,361
362,214.14204580315146,362
363,214.14204580315146,363
364,214.14204580315146,364
365,214.14204580315146,365
366,214.14204580315146,366
367,214.14204580315146,367
368,214.14204580315146,368
369,214.14204580315146,369
370,214.14204580315146,370
371,214.14204580315146,371
372,214.14204580315146,372
373,214.14204580315146,373
374,214.13728153813275,374
375,214.14204580315146,375
376,214.13728153813275,376
377,213.70478746535355,377
378,214.13728153813275,378
379,214.13728153813275,379
380,213.70478746535355,380
381,213.70478746535355,381
382,213.70478746535355,382
383,214.13728153813275,383
384,213.70478746535355,384
385,213.30945535260645,385
386,213.70478746535355,386
387,213.70478746535355,387
388,213.30945535260645,388
389,213.70478746535355,389
390,213.30945535260645,390
391,213.30945535260645,391
392,213.30945535260645,392
393,213.30945535260645,393
394,213.30945535260645,394
395,213.30945535260645,395
396,213.30945535260645,396
397,213.30945535260645,397
398,213.30945535260645,398
399,213.30945535260645,399
400,213.30945535260645,400
401,213.30945535260645,401
402,213.30945535260645,402
403,213.30945535260645,403
404,213.30945535260645,404
405,213.30945535260645,405
406,213.30945535260645,406
407,213.30945535260645,407
408,213.30945535260645,408
409,213.30945535260645,409
410,213.30945535260645,410
411,213.30945535260645,411
412,213.30945535260645,412
413,213.30945535260645,413
414,213.30945535260645,414
415,213.30945535260645,415
416,213.30945535260645,416
417,213.30945535260645,417
418,213.30945535260645,418
419,213.30945535260645,419
420,212.82725156255484,420
421,213.30945535260645,421
422,212.82725156255484,422
423,212.82725156255484,423
424,213.30945535260645,424
425,212.82725156255484,425
426,212.82725156255484,426
427,212.82725156255484,427
428,212.82725156255484,428
429,212.82725156255484,429
430,212.82725156255484,430
431,212.82725156255484,431
432,212.82725156255484,432
433,212.82725156255484,433
434,212.82725156255484,434
435,212.82725156255484,435
436,212.82725156255484,436
437,212.82725156255484,437
438,212.82725156255484,438
439,212.82725156255484,439
440,212.82725156255484,440
441,212.82725156255484,441
442,212.82725156255484,442
443,212.82725156255484,443
444,212.82725156255484,444
445,212.82725156255484,445
446,212.82725156255484,446
447,212.82725156255484,447
448,212.82725156255484,448
449,212.82725156255484,449
450,212.82725156255484,450
451,212.82725156255484,451
452,212.82725156255484,452
453,212.82725156255484,453
454,212.82725156255484,454
455,212.82725156255484,455
456,212.82725156255484,456
457,212.82725156255484,457
458,212.82725156255484,458
459,212.82725156255484,459
460,212.82725156255484,460
461,212.82725156255484,461
462,212.82725156255484,462
463,212.82725156255484,463
464,212.82725156255484,464
465,212.82725156255484,465
466,212.82725156255484,466
467,212.82725156255484,467
468,212.82725156255484,468
469,212.82725156255484,469
470,212.82725156255484,470
471,212.82725156255484,471
472,212.82725156255484,472
473,212.82725156255484,473
